data,codice_regione,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,variazione_terapia_intensiva,variazione_ricoverati_con_sintomi,variazione_totale_ospedalizzati,nuovi_dimessi_guariti,nuovi_deceduti,nuovi_tamponi,nuovi_casi_testati,variazione_isolamento_domiciliare,ti_su_to,to_su_tp,np_su_nt,np_su_nct,var_ti_perc,var_pos_perc
2020-11-07T17:00:00,20,Sardegna,390,56,446,7625,8071,385,425,3513,253,4585.0,7252.0,11837,289502,245123.0,0.0,0.0,0.0,0.0,0.0,10.0,-2.0,8.0,36.0,4.0,3426.0,2621.0,377.0,12.56,5.53,12.41,16.22,21.74,5.01
2020-11-08T17:00:00,20,Sardegna,400,55,455,7972,8427,356,424,3579,255,4760.0,7501.0,12261,293794,248373.0,0.0,0.0,0.0,0.0,0.0,-1.0,10.0,9.0,66.0,2.0,4292.0,3250.0,347.0,12.09,5.4,9.88,13.05,-1.79,4.41
2020-11-09T17:00:00,20,Sardegna,408,58,466,8127,8593,166,327,3727,268,4905.0,7683.0,12588,296721,250888.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,11.0,148.0,13.0,2927.0,2515.0,155.0,12.45,5.42,11.17,13.0,5.45,1.97
2020-11-10T17:00:00,20,Sardegna,403,51,454,8506,8960,367,489,3838,279,5172.0,7905.0,13077,300600,254265.0,0.0,0.0,0.0,0.0,0.0,-7.0,-5.0,-12.0,111.0,11.0,3879.0,3377.0,379.0,11.23,5.07,12.61,14.48,-12.07,4.27
2020-11-11T17:00:00,20,Sardegna,418,54,472,8709,9181,221,416,4019,293,5368.0,8125.0,13493,304775,257715.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,18.0,181.0,14.0,4175.0,3450.0,203.0,11.44,5.14,9.96,12.06,5.88,2.47
2020-11-12T17:00:00,20,Sardegna,424,56,480,8891,9371,190,301,4125,298,5464.0,8330.0,13794,308919,260989.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,106.0,5.0,4144.0,3274.0,182.0,11.67,5.12,7.26,9.19,3.7,2.07
2020-11-13T17:00:00,20,Sardegna,472,57,529,9164,9693,322,623,4411,313,5765.0,8652.0,14417,313844,265279.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,49.0,286.0,15.0,4925.0,4290.0,273.0,10.78,5.46,12.65,14.52,1.79,3.44
2020-11-14T17:00:00,20,Sardegna,506,59,565,9417,9982,289,396,4513,318,5859.0,8954.0,14813,317869,268876.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,36.0,102.0,5.0,4025.0,3597.0,253.0,10.44,5.66,9.84,11.01,3.51,2.98
2020-11-15T17:00:00,20,Sardegna,510,60,570,9650,10220,238,370,4641,322,6090.0,9093.0,15183,321255,271440.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,128.0,4.0,3386.0,2564.0,233.0,10.53,5.58,10.93,14.43,1.69,2.38
2020-11-16T17:00:00,20,Sardegna,510,63,573,9881,10454,234,411,4812,328,6178.0,9416.0,15594,323605,273343.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,171.0,6.0,2350.0,1903.0,231.0,10.99,5.48,17.49,21.6,5.0,2.29
2020-11-17T17:00:00,20,Sardegna,512,64,576,10208,10784,330,502,4972,340,6439.0,9657.0,16096,327258,276049.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,160.0,12.0,3653.0,2706.0,327.0,11.11,5.34,13.74,18.55,1.59,3.16
2020-11-18T17:00:00,20,Sardegna,505,63,568,10477,11045,261,422,5123,350,6675.0,9843.0,16518,330809,278979.0,0.0,0.0,0.0,0.0,0.0,-1.0,-7.0,-8.0,151.0,10.0,3551.0,2930.0,269.0,11.09,5.14,11.88,14.4,-1.56,2.42
2020-11-19T17:00:00,20,Sardegna,517,67,584,10808,11392,347,479,5243,362,6955.0,10042.0,16997,335643,283137.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0,120.0,12.0,4834.0,4158.0,331.0,11.47,5.13,9.91,11.52,6.35,3.14
2020-11-20T17:00:00,20,Sardegna,526,69,595,11049,11644,252,581,5567,367,7310.0,10268.0,17578,339997,286870.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,324.0,5.0,4354.0,3733.0,241.0,11.6,5.11,13.34,15.56,2.99,2.21
2020-11-21T17:00:00,20,Sardegna,504,70,574,11340,11914,270,511,5796,379,7544.0,10545.0,18089,343699,289864.0,0.0,0.0,0.0,0.0,0.0,1.0,-22.0,-21.0,229.0,12.0,3702.0,2994.0,291.0,12.2,4.82,13.8,17.07,1.45,2.32
2020-11-22T17:00:00,20,Sardegna,503,70,573,11610,12183,269,404,5921,389,7697.0,10796.0,18493,347631,293328.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,125.0,10.0,3932.0,3464.0,270.0,12.22,4.7,10.27,11.66,0.0,2.26
2020-11-23T17:00:00,20,Sardegna,512,72,584,11880,12464,281,505,6139,395,7964.0,11034.0,18998,350220,295290.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,218.0,6.0,2589.0,1962.0,270.0,12.33,4.69,19.51,25.74,2.86,2.31
2020-11-24T17:00:00,20,Sardegna,527,73,600,11962,12562,98,290,6319,407,8103.0,11185.0,19288,352678,297167.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,180.0,12.0,2458.0,1877.0,82.0,12.17,4.78,11.8,15.45,1.39,0.79
2020-11-25T17:00:00,20,Sardegna,515,76,591,12106,12697,135,351,6529,413,8288.0,11351.0,19639,356555,300076.0,0.0,0.0,0.0,0.0,0.0,3.0,-12.0,-9.0,210.0,6.0,3877.0,2909.0,144.0,12.86,4.65,9.05,12.07,4.11,1.07
2020-11-26T17:00:00,20,Sardegna,535,73,608,12363,12971,274,405,6655,418,8539.0,11505.0,20044,359592,302707.0,0.0,0.0,0.0,0.0,0.0,-3.0,20.0,17.0,126.0,5.0,3037.0,2631.0,257.0,12.01,4.69,13.34,15.39,-3.95,2.16
2020-11-27T17:00:00,20,Sardegna,528,71,599,12556,13155,184,375,6837,427,8723.0,11696.0,20419,362926,305590.0,0.0,0.0,0.0,0.0,0.0,-2.0,-7.0,-9.0,182.0,9.0,3334.0,2883.0,193.0,11.85,4.55,11.25,13.01,-2.74,1.42
2020-11-28T17:00:00,20,Sardegna,544,73,617,12502,13119,-36,311,7179,432,8863.0,11867.0,20730,367115,308816.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,18.0,342.0,5.0,4189.0,3226.0,-54.0,11.83,4.7,7.42,9.64,2.82,-0.27
2020-11-29T17:00:00,20,Sardegna,554,69,623,12776,13399,280,416,7311,436,9094.0,12052.0,21146,370276,310882.0,0.0,0.0,0.0,0.0,0.0,-4.0,10.0,6.0,132.0,4.0,3161.0,2066.0,274.0,11.08,4.65,13.16,20.14,-5.48,2.13
2020-11-30T17:00:00,20,Sardegna,580,70,650,12878,13528,129,329,7503,444,9266.0,12209.0,21475,372806,313019.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,27.0,192.0,8.0,2530.0,2137.0,102.0,10.77,4.8,13.0,15.4,1.45,0.96
2020-12-01T17:00:00,20,Sardegna,583,68,651,12975,13626,98,420,7820,449,9437.0,12458.0,21895,376134,315735.0,0.0,0.0,0.0,0.0,0.0,-2.0,3.0,1.0,317.0,5.0,3328.0,2716.0,97.0,10.45,4.78,12.62,15.46,-2.86,0.72
2020-12-02T17:00:00,20,Sardegna,577,66,643,13240,13883,257,445,8004,453,9641.0,12699.0,22340,379431,318301.0,0.0,0.0,0.0,0.0,0.0,-2.0,-6.0,-8.0,184.0,4.0,3297.0,2566.0,265.0,10.26,4.63,13.5,17.34,-2.94,1.89
2020-12-03T17:00:00,20,Sardegna,593,66,659,13561,14220,337,538,8196,462,0.0,0.0,22878,384979,323045.0,9.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,192.0,9.0,5548.0,4744.0,321.0,10.02,4.63,9.7,11.34,0.0,2.43
2020-12-04T17:00:00,20,Sardegna,591,70,661,13840,14501,281,551,8417,511,0.0,0.0,23429,389753,327023.0,8.0,0.0,0.0,0.0,0.0,4.0,-2.0,2.0,221.0,49.0,4774.0,3978.0,279.0,10.59,4.56,11.54,13.85,6.06,1.98
2020-12-05T17:00:00,20,Sardegna,607,67,674,14183,14857,356,464,8512,524,0.0,0.0,23893,393050,329682.0,2.0,0.0,0.0,0.0,0.0,-3.0,16.0,13.0,95.0,13.0,3297.0,2659.0,343.0,9.94,4.54,14.07,17.45,-4.29,2.46
2020-12-06T17:00:00,20,Sardegna,616,64,680,14280,14960,103,293,8695,531,0.0,0.0,24186,397621,333552.0,1.0,0.0,0.0,0.0,0.0,-3.0,9.0,6.0,183.0,7.0,4571.0,3870.0,97.0,9.41,4.55,6.41,7.57,-4.48,0.69
2020-12-07T17:00:00,20,Sardegna,619,64,683,14459,15142,182,366,8871,539,0.0,0.0,24552,400260,335679.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,176.0,8.0,2639.0,2127.0,179.0,9.37,4.51,13.87,17.21,0.0,1.22
2020-12-08T17:00:00,20,Sardegna,616,62,678,14482,15160,18,226,9075,543,0.0,0.0,24778,403381,337841.0,1.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-5.0,204.0,4.0,3121.0,2162.0,23.0,9.14,4.47,7.24,10.45,-3.12,0.12
2020-12-09T17:00:00,20,Sardegna,621,61,682,14333,15015,-145,253,9467,549,0.0,0.0,25031,405424,338888.0,4.0,0.0,0.0,0.0,0.0,-1.0,5.0,4.0,392.0,6.0,2043.0,1047.0,-149.0,8.94,4.54,12.38,24.16,-1.61,-0.96
2020-12-10T17:00:00,20,Sardegna,610,63,673,14321,14994,-21,248,9729,556,0.0,0.0,25279,409587,342265.0,6.0,0.0,0.0,0.0,0.0,2.0,-11.0,-9.0,262.0,7.0,4163.0,3377.0,-12.0,9.36,4.49,5.96,7.34,3.28,-0.14
2020-12-11T17:00:00,20,Sardegna,595,64,659,14406,15065,71,198,9849,563,0.0,0.0,25477,413872,345927.0,5.0,0.0,0.0,0.0,0.0,1.0,-15.0,-14.0,120.0,7.0,4285.0,3662.0,85.0,9.71,4.37,4.62,5.41,1.59,0.47
2020-12-12T17:00:00,20,Sardegna,586,61,647,14343,14990,-75,168,10085,570,0.0,0.0,25645,417034,348680.0,5.0,0.0,0.0,0.0,0.0,-3.0,-9.0,-12.0,236.0,7.0,3162.0,2753.0,-63.0,9.43,4.32,5.31,6.1,-4.69,-0.5
2020-12-13T17:00:00,20,Sardegna,589,59,648,14776,15424,434,633,10277,577,0.0,0.0,26278,420640,351860.0,4.0,0.0,0.0,0.0,0.0,-2.0,3.0,1.0,192.0,7.0,3606.0,3180.0,433.0,9.1,4.2,17.55,19.91,-3.28,2.9
2020-12-14T17:00:00,20,Sardegna,580,57,637,14724,15361,-63,228,10557,588,0.0,0.0,26506,422952,353750.0,5.0,0.0,0.0,0.0,0.0,-2.0,-9.0,-11.0,280.0,11.0,2312.0,1890.0,-52.0,8.95,4.15,9.86,12.06,-3.39,-0.41
2020-12-15T17:00:00,20,Sardegna,570,58,628,14756,15384,23,231,10753,600,0.0,0.0,26737,426556,356775.0,5.0,0.0,0.0,0.0,0.0,1.0,-10.0,-9.0,196.0,12.0,3604.0,3025.0,32.0,9.24,4.08,6.41,7.64,1.75,0.15
2020-12-16T17:00:00,20,Sardegna,550,57,607,14877,15484,100,405,11035,623,0.0,0.0,27142,432157,361593.0,3.0,0.0,0.0,0.0,0.0,-1.0,-20.0,-21.0,282.0,23.0,5601.0,4818.0,121.0,9.39,3.92,7.23,8.41,-1.72,0.65
2020-12-17T17:00:00,20,Sardegna,558,56,614,14925,15539,55,268,11237,634,0.0,0.0,27410,436182,365221.0,3.0,0.0,0.0,0.0,0.0,-1.0,8.0,7.0,202.0,11.0,4025.0,3628.0,48.0,9.12,3.95,6.66,7.39,-1.75,0.36
2020-12-18T17:00:00,20,Sardegna,547,53,600,15017,15617,78,285,11434,644,0.0,0.0,27695,440923,369446.0,1.0,0.0,0.0,0.0,0.0,-3.0,-11.0,-14.0,197.0,10.0,4741.0,4225.0,92.0,8.83,3.84,6.01,6.75,-5.36,0.5
2020-12-19T17:00:00,20,Sardegna,533,52,585,15091,15676,59,380,11746,653,0.0,0.0,28075,444991,372881.0,4.0,0.0,0.0,0.0,0.0,-1.0,-14.0,-15.0,312.0,9.0,4068.0,3435.0,74.0,8.89,3.73,9.34,11.06,-1.89,0.38
2020-12-20T17:00:00,20,Sardegna,548,50,598,15238,15836,160,311,11890,660,0.0,0.0,28386,448843,376367.0,3.0,0.0,0.0,0.0,0.0,-2.0,15.0,13.0,144.0,7.0,3852.0,3486.0,147.0,8.36,3.78,8.07,8.92,-3.85,1.02
2020-12-21T17:00:00,20,Sardegna,542,48,590,15369,15959,123,297,12055,669,0.0,0.0,28683,451459,378378.0,2.0,0.0,0.0,0.0,0.0,-2.0,-6.0,-8.0,165.0,9.0,2616.0,2011.0,131.0,8.14,3.7,11.35,14.77,-4.0,0.78
2020-12-22T17:00:00,20,Sardegna,526,48,574,15305,15879,-80,184,12307,681,0.0,0.0,28867,454446,380844.0,3.0,0.0,0.0,0.0,0.0,0.0,-16.0,-16.0,252.0,12.0,2987.0,2466.0,-64.0,8.36,3.61,6.16,7.46,0.0,-0.5
2020-12-23T17:00:00,20,Sardegna,519,44,563,15406,15969,90,269,12478,689,0.0,0.0,29136,458742,384673.0,6.0,0.0,0.0,0.0,0.0,-4.0,-7.0,-11.0,171.0,8.0,4296.0,3829.0,101.0,7.82,3.53,6.26,7.03,-8.33,0.57
2020-12-24T17:00:00,20,Sardegna,498,41,539,15476,16015,46,331,12754,698,0.0,0.0,29467,462857,388351.0,2.0,0.0,0.0,0.0,0.0,-3.0,-21.0,-24.0,276.0,9.0,4115.0,3678.0,70.0,7.61,3.37,8.04,9.0,-6.82,0.29
2020-12-25T17:00:00,20,Sardegna,484,43,527,15793,16320,305,409,12855,701,0.0,0.0,29876,466701,391652.0,3.0,0.0,0.0,0.0,0.0,2.0,-14.0,-12.0,101.0,3.0,3844.0,3301.0,317.0,8.16,3.23,10.64,12.39,4.88,1.9
2020-12-26T17:00:00,20,Sardegna,478,43,521,15879,16400,80,173,12945,704,0.0,0.0,30049,469168,393747.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,90.0,3.0,2467.0,2095.0,86.0,8.25,3.18,7.01,8.26,0.0,0.49
2020-12-27T17:00:00,20,Sardegna,483,43,526,15889,16415,15,96,13020,710,0.0,0.0,30145,470328,394659.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,75.0,6.0,1160.0,912.0,10.0,8.17,3.2,8.28,10.53,0.0,0.09
2020-12-28T17:00:00,20,Sardegna,497,44,541,15803,16344,-71,156,13226,731,0.0,0.0,30301,471896,395755.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0,15.0,206.0,21.0,1568.0,1096.0,-86.0,8.13,3.31,9.95,14.23,2.33,-0.43
2020-12-29T17:00:00,20,Sardegna,498,45,543,15715,16258,-86,116,13421,738,0.0,0.0,30417,474385,397965.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,195.0,7.0,2489.0,2210.0,-88.0,8.29,3.34,4.66,5.25,2.27,-0.53
2020-12-30T17:00:00,20,Sardegna,496,44,540,15785,16325,67,328,13677,743,0.0,0.0,30745,478936,401858.0,4.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-3.0,256.0,5.0,4551.0,3893.0,70.0,8.15,3.31,7.21,8.43,-2.22,0.41
2020-12-31T17:00:00,20,Sardegna,486,46,532,15921,16453,128,368,13913,747,0.0,0.0,31113,482520,404939.0,3.0,0.0,0.0,0.0,0.0,2.0,-10.0,-8.0,236.0,4.0,3584.0,3081.0,136.0,8.65,3.23,10.27,11.94,4.55,0.78
2021-01-01T17:00:00,20,Sardegna,479,42,521,16158,16679,226,365,14048,751,0.0,0.0,31478,485824,407806.0,1.0,0.0,0.0,0.0,0.0,-4.0,-7.0,-11.0,135.0,4.0,3304.0,2867.0,237.0,8.06,3.12,11.05,12.73,-8.7,1.37
2021-01-02T17:00:00,20,Sardegna,479,41,520,16152,16672,-7,189,14240,755,0.0,0.0,31667,487320,409015.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,192.0,4.0,1496.0,1209.0,-6.0,7.88,3.12,12.63,15.63,-2.38,-0.04
2021-01-03T17:00:00,20,Sardegna,473,43,516,16238,16754,82,194,14343,764,0.0,0.0,31861,488894,410264.0,3.0,0.0,0.0,0.0,0.0,2.0,-6.0,-4.0,103.0,9.0,1574.0,1249.0,86.0,8.33,3.08,12.33,15.53,4.88,0.49
2021-01-04T17:00:00,20,Sardegna,489,43,532,16194,16726,-28,177,14544,768,0.0,0.0,32038,490740,411817.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,201.0,4.0,1846.0,1553.0,-44.0,8.08,3.18,9.59,11.4,0.0,-0.17
2021-01-05T17:00:00,20,Sardegna,488,45,533,16237,16770,44,232,14723,777,0.0,0.0,32270,493754,414250.0,5.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,179.0,9.0,3014.0,2433.0,43.0,8.44,3.18,7.7,9.54,4.65,0.26
2021-01-06T17:00:00,20,Sardegna,494,47,541,16372,16913,143,335,14906,786,0.0,0.0,32605,496887,416745.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,183.0,9.0,3133.0,2495.0,135.0,8.69,3.2,10.69,13.43,4.44,0.85
2021-01-07T17:00:00,20,Sardegna,492,48,540,16519,17059,146,340,15091,795,0.0,0.0,32945,499345,418496.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,-1.0,185.0,9.0,2458.0,1751.0,147.0,8.89,3.17,13.83,19.42,2.13,0.86
2021-01-08T17:00:00,20,Sardegna,504,50,554,16511,17065,6,243,15313,810,0.0,0.0,33188,502097,420910.0,3.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,222.0,15.0,2752.0,2414.0,-8.0,9.03,3.25,8.83,10.07,4.17,0.04
2021-01-09T17:00:00,20,Sardegna,496,47,543,16599,17142,77,305,15534,817,0.0,0.0,33493,505206,423581.0,2.0,0.0,0.0,0.0,0.0,-3.0,-8.0,-11.0,221.0,7.0,3109.0,2671.0,88.0,8.66,3.17,9.81,11.42,-6.0,0.45
2021-01-10T17:00:00,20,Sardegna,507,47,554,16673,17227,85,301,15739,828,0.0,0.0,33794,507930,425815.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,205.0,11.0,2724.0,2234.0,74.0,8.48,3.22,11.05,13.47,0.0,0.5
2021-01-11T17:00:00,20,Sardegna,517,48,565,16692,17257,30,231,15932,836,0.0,0.0,34025,510361,427715.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,193.0,8.0,2431.0,1900.0,19.0,8.5,3.27,9.5,12.16,2.13,0.17
2021-01-12T17:00:00,20,Sardegna,522,45,567,16846,17413,156,411,16173,850,0.0,0.0,34436,512981,429051.0,4.0,0.0,0.0,0.0,0.0,-3.0,5.0,2.0,241.0,14.0,2620.0,1336.0,154.0,7.94,3.26,15.69,30.76,-6.25,0.9
2021-01-13T17:00:00,20,Sardegna,532,47,579,16868,17447,34,233,16357,865,0.0,0.0,34669,516015,431661.0,4.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,184.0,15.0,3034.0,2610.0,22.0,8.12,3.32,7.68,8.93,4.44,0.2
2021-01-14T17:00:00,20,Sardegna,527,50,577,16876,17453,6,275,16616,875,0.0,0.0,34944,518905,434185.0,4.0,0.0,0.0,0.0,0.0,3.0,-5.0,-2.0,259.0,10.0,2890.0,2524.0,8.0,8.67,3.31,9.52,10.9,6.38,0.03
2021-01-15T17:00:00,20,Sardegna,510,50,560,16891,17451,-2,260,16865,888,0.0,0.0,35204,521163,435962.0,4.0,35204.0,0.0,521163.0,0.0,0.0,-17.0,-17.0,249.0,13.0,2258.0,1777.0,15.0,8.93,3.21,11.51,14.63,0.0,-0.01
2021-01-16T17:00:00,20,Sardegna,500,49,549,17126,17675,224,368,16999,898,0.0,0.0,35572,524445,439060.0,0.0,35572.0,0.0,524445.0,0.0,-1.0,-10.0,-11.0,134.0,10.0,3282.0,3098.0,235.0,8.93,3.11,11.21,11.88,-2.0,1.28
2021-01-17T17:00:00,20,Sardegna,507,48,555,17193,17748,73,202,17123,903,0.0,0.0,35774,527564,441973.0,2.0,35774.0,0.0,527564.0,0.0,-1.0,7.0,6.0,124.0,5.0,3119.0,2913.0,67.0,8.65,3.13,6.48,6.93,-2.04,0.41
2021-01-18T17:00:00,20,Sardegna,506,51,557,17059,17616,-132,136,17387,907,0.0,0.0,35910,530803,443327.0,3.0,35910.0,0.0,529323.0,1480.0,3.0,-1.0,2.0,264.0,4.0,3239.0,1354.0,-134.0,9.16,3.16,4.2,10.04,6.25,-0.74
2021-01-19T17:00:00,20,Sardegna,506,53,559,16863,17422,-194,109,17682,915,0.0,0.0,36019,533721,445558.0,3.0,36019.0,0.0,531877.0,1844.0,2.0,0.0,2.0,295.0,8.0,2918.0,2231.0,-196.0,9.48,3.21,3.74,4.89,3.92,-1.1
2021-01-20T17:00:00,20,Sardegna,488,53,541,16735,17276,-146,216,18039,920,0.0,0.0,36235,537922,448796.0,3.0,36235.0,0.0,535554.0,2368.0,0.0,-18.0,-18.0,357.0,5.0,4201.0,3238.0,-128.0,9.8,3.13,5.14,6.67,0.0,-0.84
2021-01-21T17:00:00,20,Sardegna,466,51,517,16599,17116,-160,238,18430,927,0.0,0.0,36473,543913,452782.0,2.0,36471.0,2.0,540240.0,3673.0,-2.0,-22.0,-24.0,391.0,7.0,5991.0,3986.0,-136.0,9.86,3.02,3.97,5.97,-3.77,-0.93
2021-01-22T17:00:00,20,Sardegna,449,52,501,16502,17003,-113,212,18746,936,0.0,0.0,36685,547436,455697.0,2.0,36683.0,2.0,543491.0,3945.0,1.0,-17.0,-16.0,316.0,9.0,3523.0,2915.0,-97.0,10.38,2.95,6.02,7.27,1.96,-0.66
2021-01-23T17:00:00,20,Sardegna,457,46,503,16520,17023,20,191,18907,946,0.0,0.0,36876,550085,457957.0,2.0,36874.0,2.0,546140.0,3945.0,-6.0,8.0,2.0,161.0,10.0,2649.0,2260.0,18.0,9.15,2.95,7.21,8.45,-11.54,0.12
